0	481582e-10
1	464598e-10
2	428019e-10
3	41555e-9
4	405975e-10
5	384314e-10
6	354817e-10
7	343316e-10
8	328629e-10
9	315788e-10
10	320883e-10
11	289492e-10
12	274813e-10
13	241241e-10
14	236354e-10
15	255677e-10
16	21717e-9
17	226693e-10
18	217102e-10
19	188091e-10
20	197665e-10
21	151961e-10
22	16643e-9
23	159097e-10
24	17839e-9
25	151861e-10
26	175983e-10
27	144695e-10
28	130236e-10
29	106065e-10
30	120528e-10
31	147022e-10
32	139804e-10
33	101273e-10
34	113299e-10
35	139835e-10
36	103647e-10
37	118151e-10
38	964388e-11
39	843882e-11
40	101246e-10
41	819834e-11
42	69909e-10
43	820012e-11
44	118075e-10
45	723116e-11
46	74749e-10
47	578663e-11
48	891805e-11
49	651095e-11
50	939955e-11
51	65091e-10
52	626653e-11
53	506339e-11
54	747097e-11
55	674934e-11
56	409804e-11
57	50632e-10
58	434034e-11
59	602606e-11
60	434085e-11
61	554318e-11
62	554571e-11
63	554462e-11
64	313394e-11
65	313565e-11
66	5784e-9
67	144794e-11
68	433871e-11
69	241224e-11
70	530202e-11
71	192951e-11
72	337446e-11
73	192941e-11
74	241117e-11
75	626626e-11
76	265228e-11
77	409785e-11
78	337403e-11
79	409716e-11
80	385514e-11
81	482061e-11
82	578148e-11
83	361536e-11
84	337476e-11
85	530161e-11
86	240981e-11
87	602392e-11
88	481994e-11
89	313346e-11
90	433685e-11
91	385627e-11
92	482015e-11
93	33744e-10
94	19289e-10
95	337393e-11
96	337385e-11
97	433861e-11
98	409593e-11
99	289221e-11
100	289211e-11
101	313346e-11
102	481838e-11
103	289177e-11
104	168763e-11
105	289256e-11
106	241068e-11
107	385522e-11
108	337406e-11
109	241023e-11
110	385515e-11
111	965186e-12
112	168702e-11
113	313318e-11
114	289142e-11
115	483011e-12
116	385546e-11
117	31328e-10
118	192852e-11
119	192843e-11
120	192841e-11
121	289214e-11
122	482622e-12
123	144611e-11
124	964605e-12
125	192817e-11
126	337423e-11
127	433812e-11
128	963998e-12
129	240968e-11
130	313273e-11
131	192811e-11
132	240991e-11
133	144623e-11
134	168708e-11
135	482488e-12
136	964092e-12
137	964333e-12
138	144636e-11
139	964315e-12
140	192775e-11
141	385602e-11
142	48243e-11
143	192801e-11
144	482416e-12
145	546031e-15
