0	48292e-9
1	461776e-10
2	453372e-10
3	431831e-10
4	441081e-10
5	412291e-10
6	402611e-10
7	388123e-10
8	352091e-10
9	364099e-10
10	352011e-10
11	337462e-10
12	308683e-10
13	32307e-9
14	265299e-10
15	267601e-10
16	221897e-10
17	257911e-10
18	226712e-10
19	2338e-8
20	190486e-10
21	236229e-10
22	200106e-10
23	18811e-9
24	161586e-10
25	161552e-10
26	19287e-9
27	147112e-10
28	137439e-10
29	185578e-10
30	151891e-10
31	166322e-10
32	147099e-10
33	108496e-10
34	154299e-10
35	151853e-10
36	964207e-11
37	110921e-10
38	151834e-10
39	106065e-10
40	916247e-11
41	110896e-10
42	110887e-10
43	110857e-10
44	122928e-10
45	84362e-10
46	115694e-10
47	122941e-10
48	120513e-10
49	940007e-11
50	867898e-11
51	747459e-11
52	747534e-11
53	578857e-11
54	602646e-11
55	106036e-10
56	891909e-11
57	385925e-11
58	843592e-11
59	723219e-11
60	626759e-11
61	626815e-11
62	843446e-11
63	843539e-11
64	626627e-11
65	409973e-11
66	554442e-11
67	867495e-11
68	482156e-11
69	506277e-11
70	506325e-11
71	602632e-11
72	385853e-11
73	530356e-11
74	506191e-11
75	722992e-11
76	747124e-11
77	819317e-11
78	530354e-11
79	62671e-10
80	433775e-11
81	313471e-11
82	385652e-11
83	337444e-11
84	554372e-11
85	626686e-11
86	241163e-11
87	192879e-11
88	458048e-11
89	530228e-11
90	385483e-11
91	337509e-11
92	337492e-11
93	241171e-11
94	241095e-11
95	626533e-11
96	289348e-11
97	698904e-11
98	457854e-11
99	337527e-11
100	48192e-10
101	144753e-11
102	578392e-11
103	289223e-11
104	289302e-11
105	289219e-11
106	337419e-11
107	385616e-11
108	192776e-11
109	28926e-10
110	144669e-11
111	506102e-11
112	289236e-11
113	433804e-11
114	289204e-11
115	482082e-11
116	192802e-11
117	433777e-11
118	289142e-11
119	241044e-11
120	965052e-12
121	192912e-11
122	241061e-11
123	433743e-11
124	337418e-11
125	192848e-11
126	433754e-11
127	337405e-11
128	409674e-11
129	144661e-11
130	433754e-11
131	241004e-11
132	964941e-12
133	168699e-11
134	28918e-10
135	192829e-11
136	265077e-11
137	144644e-11
138	385485e-11
139	192776e-11
140	964509e-12
141	192897e-11
142	192821e-11
143	192837e-11
144	192816e-11
145	192835e-11
146	482468e-12
147	241012e-11
148	964178e-12
149	240993e-11
150	964502e-12
151	144626e-11
152	192752e-11
153	964132e-12
154	241059e-11
155	964412e-12
156	964356e-12
157	144613e-11
158	964471e-12
159	144619e-11
160	240986e-11
161	192805e-11
162	192739e-11
163	964305e-12
164	289109e-11
165	964293e-12
166	963863e-12
167	551983e-15
